;;;;;;;;;;;;;;;;;;;;;;
id;APPROVAL;AUDIT RESULT;SCORE P/N;CERTYFICATE;COLLABORATION;KLIENT;DELIVERY SCHEDULES;ID_SAP;NUMBER OF INTERFERENCE;LOCATION;PPM PERFORMANCE ;ZAKLAD;PSCR;NAME OF THE PART;PART NUMBER;;;;SUPPLIER;PART CLASIFICATION;;
643;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS Y3S;897612402;;;;SOLE ODERZO;B;;
644;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS L1X;897612502;;;;SOLE ODERZO;B;;
645;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS L1X;897612602;;;;SOLE ODERZO;B;;
646;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS M8Y;897612702;;;;SOLE ODERZO;B;;
647;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS M8Y;897612802;;;;SOLE ODERZO;B;;
648;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS C9X;897615102;;;;SOLE ODERZO;B;;
649;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS C9Y;897615202;;;;SOLE ODERZO;B;;
650;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS Z7G;897615302;;;;SOLE ODERZO;B;;
651;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS Z7G;897615402;;;;SOLE ODERZO;B;;
652;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS S9R;897615502;;;;SOLE ODERZO;B;;
653;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS S9R;897615602;;;;SOLE ODERZO;B;;
654;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS 041;897615702;;;;SOLE ODERZO;B;;
655;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS 041;897615802;;;;SOLE ODERZO;B;;
656;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS V5Z;897615902;;;;SOLE ODERZO;B;;
657;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS Y2Y;897616102;;;;SOLE ODERZO;B;;
658;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS Y2Y;897616202;;;;SOLE ODERZO;B;;
659;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS X5H;897616302;;;;SOLE ODERZO;B;;
660;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS X5H;897616402;;;;SOLE ODERZO;B;;
661;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS Z7S;897616502;;;;SOLE ODERZO;B;;
662;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS Z7S;897616602;;;;SOLE ODERZO;B;;
663;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS PRIMER;897616703;;;;SOLE ODERZO;B;;
664;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS PRIMER;897616803;;;;SOLE ODERZO;B;;
665;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS X7L;897616902;;;;SOLE ODERZO;B;;
666;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS X7L;897617002;;;;SOLE ODERZO;B;;
667;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS Y3S;897617302;;;;SOLE ODERZO;B;;
668;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS Y3S;897617402;;;;SOLE ODERZO;B;;
669;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS L1X;897617502;;;;SOLE ODERZO;B;;
670;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS L1X;897617602;;;;SOLE ODERZO;B;;
671;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX RS M8Y;897617702;;;;SOLE ODERZO;B;;
672;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX RS M8Y;897617802;;;;SOLE ODERZO;B;;
673;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS Y3S;897658102;;;;SOLE ODERZO;B;;
674;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS Y3S;897658202;;;;SOLE ODERZO;B;;
675;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS L1X;897658302;;;;SOLE ODERZO;B;;
676;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS L1X;897658402;;;;SOLE ODERZO;B;;
677;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS M8Y;897658502;;;;SOLE ODERZO;B;;
678;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS M8Y;897658602;;;;SOLE ODERZO;B;;
679;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS 3HK;897658902;;;;SOLE ODERZO;B;;
680;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS 3HK;897659002;;;;SOLE ODERZO;B;;
681;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS Y3S;897659102;;;;SOLE ODERZO;B;;
682;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS Y3S;897659202;;;;SOLE ODERZO;B;;
683;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS L1X;897659302;;;;SOLE ODERZO;B;;
684;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS L1X;897659402;;;;SOLE ODERZO;B;;
685;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS M8Y;897659502;;;;SOLE ODERZO;B;;
686;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS M8Y;897659602;;;;SOLE ODERZO;B;;
687;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS 3HK;897659902;;;;SOLE ODERZO;B;;
688;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS 3HK;897660002;;;;SOLE ODERZO;B;;
689;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS C9X;897660102;;;;SOLE ODERZO;B;;
690;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS C9X;897660202;;;;SOLE ODERZO;B;;
691;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS GOFRO.;897660315;;;;SOLE ODERZO;B;;
692;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS GOFRO.;897660415;;;;SOLE ODERZO;B;;
693;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS Z7G;897660502;;;;SOLE ODERZO;B;;
694;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS Z7G;897660602;;;;SOLE ODERZO;B;;
695;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS S9R;897660702;;;;SOLE ODERZO;B;;
696;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS S9R;897660802;;;;SOLE ODERZO;B;;
697;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS 041;897660902;;;;SOLE ODERZO;B;;
698;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS 041;897661002;;;;SOLE ODERZO;B;;
699;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS Z7S;897661302;;;;SOLE ODERZO;B;;
700;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS Z7S;897661402;;;;SOLE ODERZO;B;;
701;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS C9A;897661502;;;;SOLE ODERZO;B;;
702;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS C9A;897661602;;;;SOLE ODERZO;B;;
703;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS Y2Y;897661902;;;;SOLE ODERZO;B;;
704;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS Y2Y;897662002;;;;SOLE ODERZO;B;;
705;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS V5Z;897662102;;;;SOLE ODERZO;B;;
706;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS V5Z;897662202;;;;SOLE ODERZO;B;;
707;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS M7Q;897662302;;;;SOLE ODERZO;B;;
708;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS M7Q;897662402;;;;SOLE ODERZO;B;;
709;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS PRIMER;897662703;;;;SOLE ODERZO;B;;
710;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS PRIMER;897662803;;;;SOLE ODERZO;B;;
711;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX BASIS X5H;897662902;;;;SOLE ODERZO;B;;
712;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX BASIS X5H;897663003;;;;SOLE ODERZO;B;;
713;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS C9X;897665102;;;;SOLE ODERZO;B;;
714;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS C9X;897665202;;;;SOLE ODERZO;B;;
715;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS GOFRO.;897665315;;;;SOLE ODERZO;B;;
716;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS GOFRO.;897665415;;;;SOLE ODERZO;B;;
717;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS Z7G;897665502;;;;SOLE ODERZO;B;;
718;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS Z7G;897665602;;;;SOLE ODERZO;B;;
719;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS S9R;897665702;;;;SOLE ODERZO;B;;
720;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS S9R;897665802;;;;SOLE ODERZO;B;;
721;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS 041;897665902;;;;SOLE ODERZO;B;;
722;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS 041;897666002;;;;SOLE ODERZO;B;;
723;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS Z7S;897666302;;;;SOLE ODERZO;B;;
724;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS Z7S;897666402;;;;SOLE ODERZO;B;;
725;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS C9A;897666502;;;;SOLE ODERZO;B;;
726;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS C9A;897666602;;;;SOLE ODERZO;B;;
727;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS Y2Y;897666902;;;;SOLE ODERZO;B;;
728;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS Y2Y;897667002;;;;SOLE ODERZO;B;;
729;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS V5Z;897667102;;;;SOLE ODERZO;B;;
730;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS V5Z;897667202;;;;SOLE ODERZO;B;;
731;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS M7Q;897667302;;;;SOLE ODERZO;B;;
732;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS M7Q;897667402;;;;SOLE ODERZO;B;;
733;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS PRIMER;897667703;;;;SOLE ODERZO;B;;
734;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS PRIMER;897667803;;;;SOLE ODERZO;B;;
735;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH SX BASIS X5H;897667902;;;;SOLE ODERZO;B;;
736;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI TYLNYCH DX BASIS X5H;897668003;;;;SOLE ODERZO;B;;
737;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE C9X;897670102;;;;SOLE ODERZO;B;;
738;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE C9X;897670202;;;;SOLE ODERZO;B;;
739;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE Z7G;897670502;;;;SOLE ODERZO;B;;
740;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE Z7G;897670602;;;;SOLE ODERZO;B;;
741;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE S9R;897670702;;;;SOLE ODERZO;B;;
742;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE S9R;897670802;;;;SOLE ODERZO;B;;
743;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE 041;897670902;;;;SOLE ODERZO;B;;
744;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE 041;897671002;;;;SOLE ODERZO;B;;
745;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE Z7S;897671302;;;;SOLE ODERZO;B;;
746;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE Z7S;897671402;;;;SOLE ODERZO;B;;
747;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE C9A;897671502;;;;SOLE ODERZO;B;;
748;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE C9A;897671602;;;;SOLE ODERZO;B;;
749;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE Y2Y;897671902;;;;SOLE ODERZO;B;;
750;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE Y2Y;897672002;;;;SOLE ODERZO;B;;
751;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE V5Z;897672102;;;;SOLE ODERZO;B;;
752;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE V5Z;897672202;;;;SOLE ODERZO;B;;
753;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE M7Q;897672302;;;;SOLE ODERZO;B;;
754;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE M7Q;897672402;;;;SOLE ODERZO;B;;
755;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE PRIMER;897672703;;;;SOLE ODERZO;B;;
756;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE PRIMER;897672803;;;;SOLE ODERZO;B;;
757;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE X5H;897672902;;;;SOLE ODERZO;B;;
758;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE X5H;897673002;;;;SOLE ODERZO;B;;
759;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE Y3S;897673302;;;;SOLE ODERZO;B;;
760;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE Y3S;897673402;;;;SOLE ODERZO;B;;
761;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE L1X;897673502;;;;SOLE ODERZO;B;;
762;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE L1X;897673602;;;;SOLE ODERZO;B;;
763;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH SX S-LINE M8Y;897673702;;;;SOLE ODERZO;B;;
764;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI PRZEDNICH DX S-LINE M8Y;897673802;;;;SOLE ODERZO;B;;
765;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE C9X;897675112;;;;SOLE ODERZO;B;;
766;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE C9X;897675212;;;;SOLE ODERZO;B;;
767;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE Z7G;897675512;;;;SOLE ODERZO;B;;
768;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE Z7G;897675612;;;;SOLE ODERZO;B;;
769;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE S9R;897675712;;;;SOLE ODERZO;B;;
770;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE S9R;897675812;;;;SOLE ODERZO;B;;
771;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE 041;897675912;;;;SOLE ODERZO;B;;
772;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE 041;897676012;;;;SOLE ODERZO;B;;
773;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE Z7S;897676312;;;;SOLE ODERZO;B;;
774;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE Z7S;897676412;;;;SOLE ODERZO;B;;
775;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE C9A;897676512;;;;SOLE ODERZO;B;;
776;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE C9A;897676612;;;;SOLE ODERZO;B;;
777;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE Y2Y;897676912;;;;SOLE ODERZO;B;;
778;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE Y2Y;897677012;;;;SOLE ODERZO;B;;
779;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE V5Z;897677112;;;;SOLE ODERZO;B;;
780;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE V5Z;897677212;;;;SOLE ODERZO;B;;
781;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE M7Q;897677312;;;;SOLE ODERZO;B;;
782;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE M7Q;897677412;;;;SOLE ODERZO;B;;
783;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE PRIMER;897677713;;;;SOLE ODERZO;B;;
784;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE PRIMER;897677813;;;;SOLE ODERZO;B;;
785;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE X5H;897677912;;;;SOLE ODERZO;B;;
786;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE X5H;897678012;;;;SOLE ODERZO;B;;
787;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE Y3S;897678302;;;;SOLE ODERZO;B;;
788;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE Y3S;897678402;;;;SOLE ODERZO;B;;
789;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE L1X;897678502;;;;SOLE ODERZO;B;;
790;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE L1X;897678602;;;;SOLE ODERZO;B;;
791;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH SX S-LINE M8Y;897678702;;;;SOLE ODERZO;B;;
792;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.DRZWI TYLNYCH DX S-LINE M8Y;897678802;;;;SOLE ODERZO;B;;
793;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.NADKOLE PRZEDNIE SX BASIS M8Y;898021102;;;;SOLE ODERZO;B;;
794;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.NADKOLE PRZEDNIE DX BASIS M8Y;898021202;;;;SOLE ODERZO;B;;
795;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.NADKOLE PRZEDNIE SX S-LINE C9X;898024502;;;;SOLE ODERZO;B;;
796;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.NADKOLE PRZEDNIE DX S-LINE C9X;898024602;;;;SOLE ODERZO;B;;
